,Unnamed: 0,Age,Gender,Education Level,Job Title,Years of Experience,Country,Race,height,weight,id,professionalism
1060,1060,31.0,F,p,data|scientis,8.0,australi,Asian,1.5228184467297052,52.43939254753882,1060,210.0
5137,5137,24.0,F,high|scho,receptionis,2.0,u,Asian,2.2786166961179077,39.85834449156036,5137,0.0
5600,5600,35.0,F,master's|degr,marketing|manage,10.0,canad,Black,1.7058488596506045,63.78379577037316,5600,297.0
2166,2166,41.0,F,master's|degr,software|engineer|manage,13.0,australi,Asian,2.4691315958272417,69.01807669086067,2166,468.0
1079,1079,26.0,F,bachelor,data|analys,3.0,canad,Asian,1.6217817866333872,48.38966798197183,1079,50.0
4154,4154,44.0,F,master's|degr,human|resources|manage,16.0,us,White,2.079135655181479,93.01033005299443,4154,602.0
6044,6044,30.0,F,bachelor's|degr,marketing|analys,5.0,chin,White,2.166670665703456,76.1648466996362,6044,84.0
1774,1774,35.0,F,master's|degr,full|stack|enginee,8.0,australi,White,1.6278907751560774,72.11192143295207,1774,238.0
5905,5905,26.0,M,high|scho,delivery|drive,2.0,australi,Australian,1.7323816714526712,52.44706137672662,5905,0.0
2787,2787,57.0,F,p,software|engineer|manage,30.0,u,Welsh,1.5200265397472685,114.52842833313717,2787,1595.0
4162,4162,45.0,M,p,data|scientis,17.0,chin,Chinese,1.996727456342919,70.94864445298384,4162,688.0
199,199,37.0,M,master,senior|software|develope,10.0,canad,Asian,2.4217109218401247,74.98998530376592,199,315.0
2167,2167,28.0,M,bachelor's|degr,back|end|develope,5.0,u,White,1.550968582002516,57.73731938235632,2167,81.0
1543,1543,34.0,M,master's|degr,full|stack|enginee,7.0,u,Welsh,2.3917470628288506,73.5179525411073,1543,198.0
2219,2219,32.0,F,master's|degr,front|end|develope,6.0,u,Welsh,2.023154292440672,61.89698264050833,2219,150.0
4841,4841,35.0,F,master's|degr,senior|software|enginee,10.0,australi,Asian,2.037405451980537,72.8672084573961,4841,264.0
4638,4638,39.0,F,p,senior|research|scientis,14.0,chin,Chinese,2.384529827218791,58.57750240749699,4638,456.0
2773,2773,30.0,M,bachelor's|degr,front|end|develope,6.0,us,Hispanic,1.648045413257551,40.979161863726745,2773,116.0
6152,6152,32.0,F,bachelor's|degr,marketing|coordinato,7.0,u,Welsh,2.438019680434798,61.643577250242906,6152,150.0
1861,1861,38.0,M,master's|degr,back|end|develope,10.0,australi,Asian,1.5270030405794273,82.31253498487338,1861,324.0
552,552,33.0,M,bachelor,software|enginee,10.0,chin,White,2.1484406779833165,61.40177694043215,552,256.0
2758,2758,27.0,M,bachelor's|degr,software|develope,3.0,australi,Australian,1.7447975984777095,56.69506100488263,2758,52.0
3231,3231,29.0,M,bachelor's|degr,software|enginee,6.0,chin,Korean,2.2155978677412502,83.85025910903335,3231,112.0
4071,4071,30.0,M,bachelor's|degr,software|enginee,6.0,chin,Chinese,1.562541259989186,55.454684501613414,4071,116.0
5559,5559,29.0,M,bachelor's|degr,software|enginee,5.0,canad,Asian,2.46563687603071,44.041907887038576,5559,81.0
3876,3876,28.0,F,master's|degr,human|resources|coordinato,5.0,chin,White,2.2393311324285023,50.34051494405602,3876,78.0
3292,3292,36.0,M,master's|degr,data|analys,9.0,us,Asian,2.229045904482953,67.28981389816289,3292,272.0
1544,1544,28.0,F,master's|degr,back|end|develope,3.0,canad,White,1.6250428886221884,58.34920105066222,1544,54.0
1432,1432,39.0,M,master's|degr,senior|software|enginee,11.0,u,Asian,2.3591502321900704,72.63316986988022,1432,380.0
6395,6395,27.0,M,high|scho,sales|manage,4.0,canad,Asian,1.518166533547336,63.136516298341874,6395,52.0
1689,1689,36.0,M,bachelor's|degr,full|stack|enginee,9.0,u,Mixed,2.309755395121543,61.12339275641653,1689,280.0
3280,3280,43.0,M,master's|degr,product|manage,16.0,australi,Australian,1.8362575854226337,84.86728728183131,3280,588.0
2254,2254,46.0,M,p,senior|data|scientis,17.0,u,Welsh,1.733198008997249,91.47780452092748,2254,660.0
3308,3308,43.0,F,p,director|of|data|scienc,17.0,u,Mixed,2.3888921266760543,84.60590972725322,3308,656.0
3069,3069,24.0,M,p,software|engineer|manage,1.0,u,White,1.8484729858685285,42.91267935456743,3069,0.0
971,971,26.0,M,bachelor,data|analys,3.0,canad,Black,1.8654679472643294,64.60475447014721,971,48.0
5629,5629,28.0,M,bachelor's|degr,software|enginee,4.0,australi,White,1.59558140248481,59.02005429828483,5629,54.0
4771,4771,34.0,F,master's|degr,senior|software|enginee,9.0,australi,Asian,2.488895990522579,62.30773241931417,4771,264.0
6602,6602,33.0,M,high|scho,junior|sales|representativ,4.0,canad,Asian,1.7019027448889643,58.03654536913725,6602,96.0
5340,5340,36.0,M,bachelor's|degr,marketing|manage,10.0,chin,Korean,1.5453137446451737,60.869656405491725,5340,306.0
5824,5824,30.0,M,bachelor's|degr,marketing|analys,6.0,u,Asian,2.2491237183847144,63.83077303222776,5824,116.0
2077,2077,43.0,M,master's|degr,software|engineer|manage,15.0,canad,Asian,2.4651760251396464,79.87060809303645,2077,546.0
900,900,26.0,M,bachelor,data|analys,3.0,u,Mixed,1.78092370073615,64.22863889244543,900,24.0
3851,3851,30.0,M,bachelor's|degr,software|enginee,5.0,u,White,2.4923384056234887,83.47934061569417,3851,116.0
2847,2847,43.0,M,master's|degr,full|stack|enginee,20.0,u,Asian,1.9362768705244693,101.5616351951111,2847,798.0
3388,3388,46.0,F,master's|degr,senior|human|resources|manage,20.0,canad,Asian,1.8616685097948293,87.25080409707134,3388,810.0
5386,5386,24.0,F,high|scho,receptionis,2.0,canad,Black,1.9113268605726037,40.93171152301279,5386,0.0
3689,3689,38.0,F,master's|degr,marketing|coordinato,10.0,chin,Korean,1.565735166905709,72.2424071598356,3689,288.0
3942,3942,43.0,M,p,data|scientis,15.0,canad,Black,1.5655204456028389,91.97587480907941,3942,588.0
3984,3984,38.0,F,master's|degr,marketing|coordinato,10.0,us,Asian,2.2022346180991854,75.58984047718616,3984,324.0
2923,2923,30.0,M,bachelor's|degr,full|stack|enginee,6.0,us,White,2.002186841574,61.72766264800509,2923,112.0
442,442,29.0,M,master,product|manage,5.0,us,Hispanic,2.4345223773598708,55.01452834019736,442,84.0
2647,2647,27.0,M,master's|degr,full|stack|enginee,4.0,chin,Korean,1.5155286911243253,74.44098040015052,2647,78.0
970,970,29.0,F,bachelor,product|manage,6.0,chin,Korean,1.94750773389603,47.83108789567532,970,108.0
4674,4674,27.0,F,bachelor's|degr,junior|software|enginee,2.0,us,Asian,1.5840585326321666,60.85517789058163,4674,26.0
2036,2036,44.0,F,p,senior|project|enginee,16.0,us,Asian,2.4444194267371704,89.30239209950746,2036,602.0
6050,6050,33.0,F,p,data|scientis,10.0,u,White,2.2297585299312,63.4991930346951,6050,288.0
5867,5867,34.0,F,master's|degr,marketing|manage,11.0,us,Asian,1.8444309818471836,54.929698485523254,5867,297.0
6401,6401,32.0,M,high|scho,sales|associat,5.0,canad,White,2.2545079918597732,78.56791008313287,6401,93.0
3889,3889,25.0,M,bachelor's|degr,software|enginee,3.0,canad,Asian,2.4548815018145427,44.03979941355425,3889,48.0
906,906,28.0,M,bachelor,data|analys,4.0,chin,White,1.950564635363469,56.937088133609045,906,78.0
5182,5182,30.0,M,bachelor's|degr,financial|analys,5.0,chin,Korean,2.2202533676261624,41.30936106899318,5182,112.0
1770,1770,32.0,M,bachelor's|degr,front|end|develope,7.0,australi,Australian,1.7507310002511547,57.33266405312244,1770,186.0
1771,1771,43.0,F,master's|degr,software|engineer|manage,14.0,australi,Asian,1.5192088094011875,48.891943646410624,1771,546.0
6194,6194,31.0,F,bachelor's|degr,marketing|coordinato,7.0,chin,Chinese,1.6381291286417703,67.70623009802753,6194,150.0
5729,5729,25.0,F,high|scho,receptionis,2.0,u,Mixed,1.9398971889873802,43.1573146357043,5729,0.0
1635,1635,49.0,M,p,senior|project|enginee,17.0,canad,Asian,2.3795367125119795,104.86445339939746,1635,768.0
5081,5081,28.0,F,master's|degr,content|marketing|manage,5.0,us,Asian,2.2484677475582178,58.00804214181235,5081,108.0
1398,1398,39.0,M,master's|degr,senior|software|enginee,11.0,us,African American,1.524751577408404,69.62082021601871,1398,333.0
1174,1174,34.0,M,bachelor,software|enginee,11.0,canad,Black,2.0725217940585523,74.80598177661551,1174,320.0
6069,6069,26.0,M,bachelor's|degr,product|manage,3.0,u,White,2.300335136286531,45.88879688604214,6069,25.0
722,722,33.0,M,bachelor,software|enginee,10.0,us,Hispanic,2.173761572331138,74.16058211721018,722,256.0
3864,3864,29.0,M,high|scho,junior|sales|associat,4.0,australi,Asian,2.3345034209322413,65.63557841101921,3864,54.0
2680,2680,27.0,M,master's|degr,software|enginee,3.0,us,African American,2.0913674169906074,62.996490436508765,2680,50.0
1588,1588,25.0,M,bachelor's|degr,back|end|develope,3.0,canad,White,2.231262347544253,52.209523949076456,1588,24.0
5516,5516,35.0,F,master's|degr,marketing|manage,11.0,chin,White,2.4213628940407483,49.25207012636967,5516,297.0
2257,2257,27.0,F,master's|degr,software|enginee,3.0,u,White,1.8958099867766456,43.642541591736276,2257,50.0
5253,5253,28.0,F,bachelor's|degr,graphic|designe,4.0,u,Welsh,1.545502502946094,42.88023527951687,5253,54.0
4373,4373,42.0,F,master's|degr,marketing|coordinato,14.0,u,Welsh,1.834041422805698,65.71655885014258,4373,533.0
5976,5976,38.0,M,master's|degr,marketing|directo,16.0,chin,White,2.045571223752823,80.32381540557004,5976,518.0
2981,2981,37.0,M,master's|degr,full|stack|enginee,15.0,australi,Asian,1.760302840087347,78.67102870681227,2981,468.0
5784,5784,28.0,M,bachelor's|degr,software|enginee,4.0,us,African American,2.3631913553378956,42.20419348563995,5784,81.0
867,867,30.0,F,master,data|scientis,8.0,australi,Asian,1.696867403569013,50.58411306054587,867,174.0
1466,1466,39.0,M,master's|degr,senior|software|enginee,10.0,canad,Asian,2.2969404258672785,79.70669373003894,1466,333.0
2178,2178,31.0,M,bachelor's|degr,back|end|develope,6.0,us,Asian,2.2562012070274062,40.37476204782722,2178,150.0
2519,2519,50.0,M,bachelor's|degr,full|stack|enginee,23.0,australi,Australian,1.7771407003494888,103.5864957423549,2519,1078.0
5514,5514,32.0,F,p,data|scientis,9.0,australi,White,2.4650044155280035,72.26167716123112,5514,248.0
5207,5207,33.0,F,master's|degr,financial|manage,8.0,canad,Black,2.058247031665676,66.94357994368715,5207,217.0
2845,2845,39.0,M,bachelor's|degr,front|end|develope,13.0,australi,Australian,2.425896310412823,83.43004751151078,2845,418.0
1782,1782,52.0,M,p,senior|project|enginee,20.0,australi,Australian,2.1684292809921963,105.27560083351355,1782,900.0
908,908,34.0,M,bachelor,software|enginee,10.0,us,Hispanic,1.682775360055191,50.59412953279971,908,256.0
3971,3971,29.0,F,master's|degr,human|resources|coordinato,5.0,us,White,1.5795480591978075,46.65802317934877,3971,81.0
2764,2764,33.0,M,master's|degr,product|manage,8.0,us,African American,2.4638763582943604,54.543291761118056,2764,224.0
5190,5190,31.0,M,master's|degr,financial|analys,7.0,canad,Black,1.7253560955652225,62.320366138224955,5190,180.0
5053,5053,26.0,F,high|scho,sales|associat,2.0,chin,Korean,2.3588795378340848,45.87357391658082,5053,24.0
5382,5382,25.0,F,high|scho,sales|associat,1.0,canad,Black,2.2552147790411707,13.637205708630333,5382,0.0
4732,4732,30.0,F,bachelor's|degr,junior|marketing|manage,4.0,us,Hispanic,1.7791750894465972,55.73104087587669,4732,87.0
2377,2377,44.0,M,master's|degr,senior|software|enginee,23.0,australi,Asian,2.150501161513695,87.78337668347316,2377,903.0
6047,6047,39.0,M,master's|degr,marketing|directo,16.0,canad,Black,1.961387610897741,76.88250392624649,6047,532.0
2653,2653,27.0,F,master's|degr,front|end|develope,6.0,u,White,1.6083948366408967,32.393211293290236,2653,104.0
3918,3918,26.0,F,bachelor's|degr,junior|software|develope,2.0,australi,Australian,1.9922933829595801,32.531702665368464,3918,25.0
5714,5714,33.0,M,bachelor's|degr,product|manage,9.0,chin,Korean,1.7079270746358464,61.43055214841621,5714,224.0
4386,4386,46.0,M,p,data|scientis,21.0,australi,White,1.7182986029417318,98.22105903009601,4386,855.0
4861,4861,34.0,F,master's|degr,senior|software|enginee,10.0,australi,White,2.10944086409804,53.55233640642955,4861,264.0
5877,5877,41.0,F,bachelor's|degr,financial|manage,18.0,u,Welsh,2.0882370639013974,104.88393806172078,5877,624.0
3800,3800,31.0,M,bachelor's|degr,operations|manage,7.0,us,African American,2.104026465720123,57.40082811229086,3800,150.0
713,713,31.0,F,master,data|scientis,8.0,us,Hispanic,1.942476154472991,52.35917083069634,713,174.0
261,261,38.0,F,bachelor,senior|financial|manage,11.0,us,African American,2.195527559398929,62.361430959724444,261,370.0
1966,1966,44.0,F,p,senior|project|enginee,15.0,us,African American,1.8711888698962178,88.58460942848795,1966,602.0
3080,3080,26.0,M,bachelor's|degr,back|end|develope,4.0,u,Asian,1.9322815688915698,31.12718971635828,3080,48.0
6485,6485,43.0,F,master's|degr,sales|manage,15.0,canad,Black,1.8461978112584596,96.19422243566221,6485,546.0
6420,6420,36.0,F,p,senior|product|marketing|manage,10.0,canad,Asian,2.4874797670254973,66.3427600401887,6420,315.0
1753,1753,45.0,F,p,software|engineer|manage,12.0,canad,Asian,1.65536151354598,87.1672907193554,1753,484.0
3756,3756,33.0,M,bachelor's|degr,software|enginee,6.0,australi,Australian,2.3786759721525375,71.28546754304422,3756,124.0
3665,3665,41.0,F,master's|degr,marketing|manage,11.0,u,Welsh,2.2857399539895153,76.47462266301015,3665,390.0
2936,2936,43.0,F,master's|degr,full|stack|enginee,15.0,us,Hispanic,1.8350387618568773,88.50730993277814,2936,588.0
6600,6600,39.0,M,bachelor's|degr,sales|representativ,8.0,chin,Korean,2.0188539816240154,76.17901645410572,6600,259.0
3177,3177,33.0,M,master's|degr,product|manage,9.0,australi,White,2.238985724617969,62.53577765138498,3177,224.0
1998,1998,38.0,M,bachelor's|degr,software|engineer|manage,10.0,chin,Korean,1.631798055001639,70.16096237648537,1998,288.0
4131,4131,30.0,M,bachelor's|degr,software|enginee,6.0,canad,Black,1.5751850328133172,51.66686155215749,4131,116.0
2822,2822,29.0,M,high|scho,back|end|develope,5.0,australi,White,2.265033896355172,52.22299813714302,2822,108.0
369,369,34.0,M,bachelor,junior|business|analys,6.0,u,Welsh,2.2776143030952145,78.35652724063216,369,132.0
1333,1333,44.0,M,p,senior|project|enginee,15.0,chin,Korean,2.0323718487882854,96.64963690113647,1333,559.0
222,222,34.0,M,bachelor,senior|product|development|manage,9.0,us,Hispanic,2.3991705758296415,49.18253919833918,222,231.0
1576,1576,55.0,M,p,software|engineer|manage,19.0,canad,Asian,1.5574505904878557,107.39511977656419,1576,918.0
2366,2366,32.0,F,bachelor's|degr,software|enginee,7.0,us,Asian,2.1846101916882197,61.941273601950364,2366,150.0
638,638,30.0,M,bachelor,software|enginee,6.0,canad,Black,1.887774371234059,51.58874608178155,638,140.0
2372,2372,50.0,M,p,director|of|data|scienc,20.0,chin,Korean,2.08237708769985,90.96998113905326,2372,864.0
6661,6661,27.0,F,high|scho,sales|associat,2.0,us,African American,1.5660396882953835,45.03776403205461,6661,26.0
4007,4007,49.0,M,p,data|scientis,21.0,australi,White,1.690661019289463,96.31072043484971,4007,893.0
2636,2636,54.0,M,master's|degr,senior|project|enginee,29.0,australi,White,2.029066680936897,91.99827547014965,2636,1456.0
1987,1987,31.0,F,master's|degr,front|end|develope,7.0,canad,White,1.5545695510555197,55.30487665874804,1987,150.0
80,80,37.0,M,bachelor,technical|recruite,9.0,u,Asian,1.5549435236483329,65.08972878052316,80,288.0
5979,5979,33.0,F,p,data|scientis,9.0,u,Asian,1.709757679010284,63.37001177459686,5979,248.0
4532,4532,28.0,M,master's|degr,junior|web|develope,3.0,australi,Australian,2.0502648680137954,49.74614290915123,4532,52.0
1594,1594,58.0,M,p,software|engineer|manage,18.0,u,Welsh,2.0202745592336067,113.2811069761029,1594,952.0
4878,4878,36.0,M,p,director|of|marketin,13.0,u,Welsh,1.777412621494936,68.18184696313705,4878,408.0
6314,6314,30.0,M,bachelor's|degr,junior|sales|representativ,3.0,us,African American,2.076107964865678,60.463544464129896,6314,28.0
4966,4966,29.0,F,p,director|of|marketin,8.0,u,Mixed,1.6848097343446546,44.66109212575884,4966,168.0
2384,2384,50.0,F,bachelor's|degr,back|end|develope,20.0,u,Mixed,1.762499728007259,97.52861640779132,2384,931.0
3554,3554,34.0,M,high|scho,junior|hr|coordinato,4.0,chin,Korean,1.6740643545556102,50.55854247647158,3554,99.0
814,814,25.0,M,bachelor,data|analys,2.0,australi,White,2.4457799428053693,56.43029030455412,814,24.0
1312,1312,34.0,F,master's|degr,full|stack|enginee,7.0,us,White,1.5467915383924051,64.37363874646532,1312,160.0
3188,3188,27.0,M,bachelor's|degr,software|develope,4.0,australi,Asian,2.2097613672151355,54.94900405373946,3188,52.0
1482,1482,29.0,M,bachelor's|degr,front|end|develope,4.0,us,African American,1.7322697074972484,51.0446374309239,1482,54.0
510,510,25.0,M,bachelor,data|analys,2.0,chin,Chinese,1.6155679407846284,32.80890556238583,510,24.0
3004,3004,41.0,M,master's|degr,software|engineer|manage,19.0,us,African American,2.2176927864571585,89.19163984285831,3004,680.0
3110,3110,43.0,M,master's|degr,senior|software|enginee,20.0,canad,Black,2.1534011347194917,81.28003315595191,3110,798.0
844,844,32.0,M,bachelor,data|analys,11.0,australi,Asian,1.9988713257864978,62.01907110842158,844,279.0
1888,1888,32.0,M,bachelor's|degr,back|end|develope,6.0,canad,Black,1.8050579436407939,77.25044187736438,1888,150.0
5311,5311,32.0,F,bachelor's|degr,digital|marketing|specialis,5.0,australi,Australian,1.9947403820076381,59.69720551722649,5311,120.0
2522,2522,33.0,F,master's|degr,full|stack|enginee,8.0,us,Asian,2.4796863374185865,66.42532538818305,2522,186.0
1022,1022,30.0,F,bachelor,software|enginee,7.0,u,Asian,2.08475065743519,52.77611070865043,1022,140.0
6036,6036,33.0,F,p,data|scientis,10.0,chin,White,2.100713751574569,54.38449520350361,6036,288.0
5689,5689,41.0,F,bachelor's|degr,financial|manage,17.0,u,White,2.4697867349981455,93.88842166735182,5689,624.0
326,326,45.0,F,p,senior|data|scientis,17.0,us,African American,2.2413758690990653,89.19906791938887,326,645.0
5389,5389,29.0,M,bachelor's|degr,junior|software|enginee,3.0,u,Asian,2.2713575374747226,53.07321683196698,5389,27.0
2951,2951,50.0,F,master's|degr,senior|software|enginee,25.0,australi,White,1.6664507429584738,98.79731212509536,2951,1152.0
3567,3567,30.0,M,bachelor's|degr,web|develope,4.0,u,Welsh,2.2817079794842967,58.088126443875694,3567,84.0
4321,4321,53.0,M,p,data|scientis,25.0,chin,Chinese,2.2972426827876924,100.6415694745507,4321,1224.0
3877,3877,42.0,M,p,data|scientis,14.0,canad,Black,2.031180817461885,86.99148950486644,3877,533.0
1896,1896,39.0,M,bachelor's|degr,software|engineer|manage,11.0,u,Asian,1.9394772619653307,74.21643896625952,1896,370.0
5404,5404,30.0,F,p,data|scientis,7.0,u,Asian,1.5034813740510118,58.99901515181868,5404,140.0
852,852,26.0,F,bachelor,data|analys,4.0,us,Asian,2.165647055447344,45.05878583706421,852,50.0
3768,3768,24.0,M,high|scho,junior|sales|associat,2.0,canad,Asian,2.4609987310933,46.72577393650283,3768,23.0
4356,4356,46.0,M,p,data|scientis,20.0,australi,Asian,2.1655770396119967,96.6712971658879,4356,855.0
5641,5641,27.0,M,bachelor's|degr,product|designe,2.0,us,White,2.154138277482912,48.61754470093578,5641,26.0
767,767,32.0,F,p,data|scientis,8.0,chin,Chinese,1.9259084278214744,50.67275183854584,767,210.0
1221,1221,29.0,M,bachelor's|degr,senior|project|enginee,6.0,us,White,1.9813803732809143,63.96207722548112,1221,108.0
899,899,35.0,F,master,product|manage,13.0,us,Hispanic,2.38132353659392,49.511124724715685,899,363.0
1583,1583,39.0,M,master's|degr,senior|software|enginee,12.0,u,Mixed,1.9558732054694317,82.68096413016279,1583,380.0
3815,3815,31.0,M,bachelor's|degr,operations|manage,6.0,u,Mixed,2.1838858519669726,61.79477382859337,3815,150.0
1764,1764,41.0,F,p,senior|software|enginee,13.0,chin,Chinese,1.9752365515786279,71.23031885738945,1764,480.0
6351,6351,40.0,M,bachelor's|degr,sales|manage,12.0,canad,White,1.6004111654085609,77.13718789157889,6351,429.0
3482,3482,25.0,F,bachelor's|degr,web|develope,2.0,us,Hispanic,2.428354257119582,60.62206874158506,3482,24.0
3428,3428,45.0,F,p,senior|human|resources|manage,13.0,chin,Chinese,2.2887035045831774,79.4503729025804,3428,528.0
6534,6534,33.0,M,high|scho,sales|associat,4.0,u,White,1.8355630061788997,64.7471910577777,6534,93.0
2305,2305,35.0,M,master's|degr,data|scientis,10.0,u,Welsh,2.348537669251682,78.85249937763264,2305,306.0
6156,6156,25.0,F,high|scho,receptionis,2.0,us,White,1.7287895985030706,45.309235941790405,6156,0.0
3405,3405,40.0,M,bachelor's|degr,senior|hr|generalis,10.0,chin,White,1.6940188540886336,69.33755809895453,3405,304.0
4225,4225,38.0,F,master's|degr,marketing|manage,13.0,canad,Asian,1.710608621352634,56.16295254931509,4225,396.0
5546,5546,37.0,F,p,research|scientis,14.0,chin,Korean,1.730538001117027,72.177656541506,5546,432.0
5838,5838,30.0,M,bachelor's|degr,marketing|analys,6.0,canad,Asian,2.1022105953921786,44.890396799166886,5838,116.0
5792,5792,39.0,M,master's|degr,marketing|directo,15.0,australi,Australian,2.042081474515443,47.33260209049946,5792,518.0
3397,3397,32.0,M,high|scho,junior|web|develope,6.0,u,Mixed,2.1555338318915362,48.975789265951676,3397,124.0
1044,1044,30.0,F,master,data|scientis,8.0,canad,Asian,1.6553641946799065,51.636174959319256,1044,174.0
6615,6615,51.0,F,p,director|of|marketin,22.0,australi,Asian,1.934099938617785,102.47770963968811,6615,980.0
1554,1554,30.0,M,bachelor's|degr,front|end|develope,3.0,u,Mixed,1.7850731072971704,46.32274535181442,1554,56.0
5370,5370,32.0,M,master's|degr,financial|analys,8.0,u,Welsh,1.9422351541558025,83.86788763169825,5370,186.0
6664,6664,25.0,M,bachelor's|degr,sales|executiv,3.0,australi,Asian,1.6971406257096873,56.384590824815476,6664,24.0
6068,6068,38.0,F,p,research|scientis,14.0,us,African American,2.4052221983410482,64.98098443056935,6068,468.0
1118,1118,28.0,F,bachelor,data|analys,6.0,us,Asian,1.730259083416954,47.649716626960156,1118,135.0
834,834,31.0,M,bachelor,data|analys,6.0,chin,White,1.9910676237599547,50.42129227585656,834,150.0
5734,5734,30.0,M,bachelor's|degr,marketing|analys,5.0,us,Asian,2.201929556690263,47.801897531682734,5734,116.0
3625,3625,33.0,F,master's|degr,senior|human|resources|manage,8.0,australi,Asian,1.6980922179766806,67.22986108236903,3625,192.0
3533,3533,27.0,F,bachelor's|degr,junior|web|develope,3.0,canad,White,2.1105908851366104,59.168364206344684,3533,25.0
4412,4412,46.0,M,master's|degr,marketing|manage,22.0,u,White,1.8110139472753288,92.33899639793896,4412,900.0
3174,3174,50.0,M,p,director|of|data|scienc,19.0,canad,White,1.513415568365051,99.22686530633892,3174,864.0
5037,5037,30.0,F,master's|degr,marketing|manage,9.0,australi,Australian,2.134636859413462,47.800765101850175,5037,196.0
2081,2081,41.0,F,master's|degr,software|engineer|manage,14.0,u,Welsh,2.28548793026161,69.0011405294439,2081,468.0
6007,6007,36.0,M,master's|degr,software|enginee,11.0,us,African American,1.7399287188399715,67.00938529732446,6007,306.0
1908,1908,30.0,F,bachelor's|degr,front|end|develope,5.0,australi,Asian,2.3995926845605617,75.09606328694018,1908,116.0
4079,4079,40.0,F,master's|degr,marketing|coordinato,12.0,chin,Chinese,1.8372256764503314,80.60373142127332,4079,429.0
4228,4228,29.0,F,bachelor's|degr,junior|software|develope,3.0,australi,White,1.954098049043071,43.91399745283899,4228,54.0
4444,4444,46.0,F,p,data|scientis,19.0,chin,Chinese,2.268785654491361,99.4727466648799,4444,792.0
3915,3915,41.0,F,master's|degr,marketing|manage,12.0,u,White,1.9541337728341293,84.36986353524496,3915,429.0
4003,4003,36.0,F,bachelor's|degr,human|resources|manage,8.0,chin,Chinese,1.5792355197279377,73.5526774990396,4003,204.0
54,54,31.0,F,bachelor,graphic|designe,5.0,canad,Black,2.3707321267496657,59.06198334007436,54,87.0
1690,1690,42.0,M,p,senior|project|enginee,15.0,u,White,2.2081924943040665,85.78506746475482,1690,533.0
2359,2359,26.0,F,master's|degr,software|enginee,4.0,u,Mixed,1.896151025473257,60.90093759630162,2359,50.0
4542,4542,26.0,M,bachelor's|degr,junior|web|develope,2.0,australi,White,2.126913430283566,63.9484299078259,4542,24.0
3611,3611,34.0,M,bachelor's|degr,web|develope,7.0,australi,Asian,1.6772971888079493,68.6620843571324,3611,165.0
2942,2942,52.0,F,bachelor's|degr,senior|project|enginee,26.0,us,African American,2.066551009331652,87.05905960274728,2942,1250.0
5538,5538,26.0,F,high|scho,receptionis,2.0,australi,Asian,2.3034856318821935,45.93028721562525,5538,0.0
2110,2110,31.0,M,bachelor's|degr,back|end|develope,7.0,u,White,2.4209035363126956,53.647848181909694,2110,150.0
2679,2679,33.0,F,master's|degr,product|manage,9.0,australi,Australian,1.560910409432969,47.04207400360641,2679,224.0
3306,3306,39.0,M,bachelor's|degr,data|analys,12.0,chin,White,1.5782403056150425,86.55380064720877,3306,407.0
4607,4607,27.0,F,bachelor's|degr,junior|hr|generalis,3.0,chin,Chinese,2.279734800672382,53.565018923927326,4607,26.0
5611,5611,27.0,M,bachelor's|degr,product|designe,3.0,us,Hispanic,2.0649610407474634,36.85213541908007,5611,52.0
3107,3107,46.0,F,p,senior|project|enginee,22.0,canad,White,1.6847920009378383,64.50388184144825,3107,945.0
2606,2606,45.0,M,master's|degr,full|stack|enginee,23.0,us,African American,2.2797102449668065,84.47913093443785,2606,924.0
5468,5468,28.0,F,bachelor's|degr,social|media|manage,5.0,chin,White,1.7441983168512452,48.47434458277994,5468,78.0
4336,4336,52.0,M,p,data|scientis,25.0,us,White,1.9820740894041595,101.27810553496032,4336,1224.0
419,419,34.0,M,bachelor,product|manage,9.0,us,African American,1.6198838778133386,60.292487739206415,419,224.0
4020,4020,46.0,M,bachelor's|degr,operations|manage,19.0,us,Hispanic,2.1240519217775224,86.20794590334269,4020,792.0
3664,3664,30.0,M,high|scho,junior|sales|associat,3.0,chin,Chinese,1.9160347216810882,52.119390043007186,3664,56.0
4675,4675,35.0,M,master's|degr,senior|data|scientis,9.0,u,Asian,1.6742969828533152,58.52366759753442,4675,264.0
4501,4501,32.0,F,high|scho,junior|sales|associat,3.0,canad,Asian,2.0064290859139975,62.066658139854525,4501,31.0
6178,6178,38.0,F,p,research|scientis,14.0,australi,Australian,2.121175455133227,68.81264893214572,6178,468.0
2620,2620,38.0,F,bachelor's|degr,senior|project|enginee,14.0,australi,White,2.20010198499071,76.26948090989742,2620,481.0
592,592,33.0,M,bachelor,software|enginee,9.0,australi,Asian,2.4730691211962155,61.75903207561174,592,256.0
6143,6143,39.0,M,master's|degr,marketing|directo,15.0,canad,Asian,1.8421678970788418,83.97937170752074,6143,532.0
2848,2848,30.0,F,bachelor's|degr,senior|project|enginee,5.0,us,Hispanic,2.0551754831202036,59.78379181019557,2848,84.0
6384,6384,52.0,F,master's|degr,content|marketing|manage,20.0,chin,White,2.238856054329955,89.773732565731,6384,950.0
2899,2899,47.0,M,master's|degr,software|engineer|manage,21.0,u,Welsh,1.797061092894801,86.7462461362843,2899,855.0
5946,5946,34.0,M,bachelor's|degr,product|manage,8.0,canad,White,2.407562459769921,59.91197310399292,5946,224.0
5020,5020,27.0,F,bachelor's|degr,marketing|manage,5.0,u,Asian,2.21744974089665,54.41085724604476,5020,75.0
